index,label,mls,msp,energy,mahalanobis
6,15,-4.349790573120117,0.24559470337951705,-4.631616099836705,2988.7751531579393
47,58,-6.089905738830566,0.42620346841731616,-6.645386158928734,4042.160970074474
196,58,-6.0488433837890625,0.09353310971810702,-6.147044158028897,3257.4453136610728
242,34,-4.8299946784973145,0.11551995847972008,-4.952750008837104,2479.0796370670378
262,89,-4.816193580627441,0.12058822568579486,-4.94469561392111,2528.015632708275
338,34,-8.214961051940918,0.029146353766990707,-8.24454059877763,3111.062059722638
354,48,-5.420581817626953,0.06945646257815807,-5.492568232344806,3022.8779471747976
409,89,-4.30734920501709,0.12310339738981269,-4.438715397539831,3008.9287683051352
477,42,-5.459918975830078,0.10116281874009636,-5.566572347688765,2497.7433967466986
498,89,-4.778589725494385,0.12394293115507571,-4.910913768578863,3589.48365396493
578,58,-5.511770248413086,0.16978339033847933,-5.697838885156952,2755.871898228766
632,97,-6.3534016609191895,0.4818723185365683,-7.0109352387036985,3341.562444348984
650,15,-6.3602423667907715,0.07800769810716257,-6.44146077160818,3181.785918053233
902,15,-5.852052211761475,0.03735684130977335,-5.890124699340285,2206.2996115099504
915,15,-5.084822654724121,0.17783021117489062,-5.280631004231472,3769.4080516115214
1084,42,-4.787571430206299,0.16112059120949107,-4.963259745124965,2805.178604852391
1155,58,-6.571746349334717,0.3093814331968062,-6.941913958690221,3659.0116282643967
1181,89,-4.577947616577148,0.12687411016113592,-4.713623146405999,2725.725426716832
1184,15,-5.886732578277588,0.18564141395867373,-6.092087064866835,3708.3836566575264
1261,89,-6.369198799133301,0.17108378189890916,-6.556834991897939,3621.216408763631
1324,42,-4.690086364746094,0.33151587296316776,-5.092828991616473,2819.705931151172
1432,34,-6.4124369621276855,0.36164143616107036,-6.861292103348068,3234.7062231901637
1463,48,-6.635326862335205,0.09345363143377816,-6.73343996122684,3289.539514159429
1498,34,-4.459611415863037,0.33039702025538487,-4.860681725643049,2982.017933357182
1510,15,-5.80847692489624,0.2647513415999747,-6.116023451131384,3304.573791784317
1519,97,-6.679383277893066,0.38816896080011076,-7.170682392218647,3270.402086902152
1607,42,-5.659707546234131,0.12922918211876366,-5.798084008267161,2401.1686369148742
1616,13,-5.512731075286865,0.085813407316643,-5.602451654106381,2275.054804187016
1671,48,-5.390383243560791,0.1690567896221855,-5.575577068918219,4083.119020671541
1687,15,-5.986500263214111,0.2958515163114107,-6.337266293947124,3432.283588431941
1783,34,-5.530453205108643,0.04427216261334144,-5.575735300497053,1955.6965603072358
1799,34,-6.097318172454834,0.26517243162655924,-6.40543758059968,3227.667407426803
1864,89,-5.841787815093994,0.03380090612447417,-5.876173179779152,1898.2475513187233
1976,89,-6.000884056091309,0.2062441814285283,-6.231863454409669,2942.935796632155
2012,58,-6.592439651489258,0.18491535464684083,-6.796902963294509,3073.4114728311392
2033,48,-5.617138862609863,0.12788028343470814,-5.753967437467285,2988.321262782477
2072,48,-4.967267990112305,0.11277897224888167,-5.086929132086767,2640.287442012579
2101,89,-5.339864730834961,0.07547579683844485,-5.418340779601336,2672.1069282646354
2131,34,-6.010082721710205,0.03766574247550181,-6.048476149333068,3475.984821464185
2145,15,-6.523665904998779,0.10631748258912677,-6.636070597818172,3331.7960753013576
2435,34,-7.301266193389893,0.1820328859371373,-7.502199339434575,2733.0229351284916
2503,89,-5.809225082397461,0.10022866642569916,-5.914839704143837,3694.0557726976886
2647,42,-7.014202117919922,0.38214022645168777,-7.495695868834402,3874.732654182808
2675,89,-5.716611862182617,0.0587335221030183,-5.777140855806031,2817.241676961704
2678,42,-6.020240306854248,0.13109524198569233,-6.160762066100696,3137.4749338744077
2774,15,-4.788763999938965,0.12436402013160175,-4.921568822444183,2820.9732131124274
2828,34,-6.070785999298096,0.14842028829596443,-6.231448169283501,3197.2044423377433
2992,89,-6.381133556365967,0.12534281780518097,-6.51505681753829,3290.301403410479
3009,42,-5.479935646057129,0.07817700206617861,-5.561337696123069,2702.314586510748
3054,48,-5.646468162536621,0.29366199116280434,-5.994129552539067,3081.4238252807413
3291,42,-6.35528564453125,0.4440481975070606,-6.942359319184045,3912.131724903572
3368,34,-5.44917106628418,0.4086318151108733,-5.974487535559592,4040.5095647892967
3379,42,-5.053229331970215,0.20408872775165476,-5.281496898345571,2972.782679923967
3487,97,-6.6663079261779785,0.4309910542049197,-7.230167049197654,3459.4816374759075
3525,48,-5.198096752166748,0.1155346108556431,-5.320868648733702,2706.867712867873
3537,58,-6.656834125518799,0.21329595946309943,-6.896737287120837,3200.088313435108
3605,34,-5.467643737792969,0.3255223920060347,-5.861460539611694,2767.8364355361446
3985,15,-5.767942428588867,0.051132628630813026,-5.820428674924736,2232.9286546921235
4027,89,-5.4002180099487305,0.29655525493382107,-5.7519839583662975,2663.160126192195
4283,97,-6.7130866050720215,0.24390090679787202,-6.9926694408001,3051.569876551341
4387,58,-5.653170585632324,0.4408563986176911,-6.234519534678317,4438.737444221631
4415,15,-5.5260539054870605,0.0521779719087051,-5.579642433919337,2169.6845847111354
4441,34,-5.807820796966553,0.019252916759649574,-5.827261464872779,1640.0195910208622
4487,48,-5.7439470291137695,0.1294656717635294,-5.882595114585974,3163.3695502353767
4610,89,-5.291282653808594,0.17532558739219717,-5.484049275735884,2838.303217946439
4621,34,-5.572964191436768,0.07568283506624529,-5.651664205581935,2249.0243649493605
4703,34,-4.724052429199219,0.2008711226255956,-4.9482854770813285,2633.135568640828
4706,34,-5.30239200592041,0.08522205748061751,-5.3914659348511496,2915.6156807795887
4892,48,-4.234394550323486,0.15629017814013824,-4.404341206789143,3561.893840616048
4971,42,-6.036891937255859,0.13487266502785067,-6.181770512079872,3166.5432388765958
5029,15,-5.483795642852783,0.360695190842802,-5.931169571554638,2947.6405601231827
5032,15,-4.826992034912109,0.19057584222383872,-5.03842423537433,2811.7062589807674
5064,13,-4.899221420288086,0.12226750666908182,-5.029634829358302,2655.9146522987667
5119,15,-5.475882530212402,0.04224137926917937,-5.519042024630202,1804.263197688973
5129,58,-7.031929969787598,0.2067574974654245,-7.263556269930579,3288.314094857611
5210,42,-5.180850982666016,0.09367850019970392,-5.279212162260059,2696.330627623797
5253,15,-4.50847864151001,0.14017028928715924,-4.6594995616503425,2831.3632325856206
5287,89,-5.03409481048584,0.14383460906363155,-5.189386518278889,2675.278735812779
5311,48,-4.017560958862305,0.27109341101454865,-4.333770649868305,3052.1799589566235
5314,89,-4.635209083557129,0.14677655677853774,-4.793942899501148,3024.357326600136
5316,42,-5.6317315101623535,0.3665523324448162,-6.088309401232525,4517.523177042418
5455,15,-4.9683027267456055,0.14228968948967524,-5.121791596688632,2893.537230864582
5460,48,-5.389860153198242,0.05643127910254664,-5.447946233884872,2734.275977608267
5465,13,-5.483721733093262,0.04483658532359158,-5.529594571388737,2017.1917328520362
5568,58,-6.116644859313965,0.18341764258015636,-6.319272364567058,2755.170471104734
5726,34,-4.9605488777160645,0.2036885701502461,-5.18831380383977,2966.6092540329137
5818,89,-4.353754997253418,0.31557800974753936,-4.732935604031679,3001.513827855325
5893,58,-5.775854110717773,0.08063830690768747,-5.859929772311839,2259.339364263929
5911,97,-4.676560878753662,0.0925877418087977,-4.773719281459865,2601.6753367255415
5945,34,-4.6817755699157715,0.21774501804058122,-4.927350097613149,3076.524653296101
6063,89,-5.254401683807373,0.1528987767338562,-5.420336767289603,2576.732004826604
6080,34,-4.617967128753662,0.15042487026442053,-4.780986030586684,2691.9552473411604
6379,89,-5.737412929534912,0.04084721049565099,-5.77911782463017,2300.139170983426
6382,48,-5.4611077308654785,0.16408093592471285,-5.6403312147566975,3455.676747715385
6505,34,-5.781040668487549,0.02820279778892143,-5.809648804478074,1918.1197525220073
6528,97,-6.676636695861816,0.28082937803946906,-7.006293340740361,3475.323084318049
6561,97,-5.959711074829102,0.1061956622433623,-6.07197946416117,3210.252122484665
6693,34,-6.06179141998291,0.4338721702170868,-6.630726798588619,3522.1057712932843
6730,48,-4.806546211242676,0.14334663361394917,-4.961268126743577,2785.5995020391033
6778,15,-5.375164031982422,0.16298137658763523,-5.553072990528631,3528.384693458942
6791,13,-5.38739538192749,0.08576017524461443,-5.477057733550619,2890.1999170985255
6816,34,-5.868617057800293,0.47447894944268476,-6.511982089118701,3687.744902247511
6914,48,-5.661570072174072,0.06441564133490718,-5.728154034558257,3373.5527905141016
6930,89,-5.615135192871094,0.07046271637973456,-5.6882035540166,2007.7506772356369
7141,34,-4.805227756500244,0.15956540103417394,-4.979063897718542,2587.38952971774
7146,89,-5.667860507965088,0.11505304506037795,-5.790088081656975,3676.284222568381
